date,gold price,demand,inflation
2015-11-28,0.3383649199816467,36816600,-10.12593643161206
2015-11-29,0.3515376098395935,40409300,-10.12593643161206
2015-11-30,0.35402608098880384,71701600,-9.309045855104026
2015-12-01,0.340748251507519,60452200,-12.660094513290232
2015-12-02,0.3407200041315395,54160500,-12.091394755170226
2015-12-03,0.34006405443621035,50714900,-12.1472940693525
2015-12-04,0.33488521338498445,35784100,-10.186335403726709
2015-12-05,0.35864361929640676,66282200,-8.87320206304063
2015-12-06,0.3584905389598461,77762000,-8.87320206304063
2015-12-07,0.3674619117158579,63455800,-9.553815099936925
2015-12-08,0.3861032885148661,57801400,-9.910429997725545
2015-12-09,0.38749350198732424,90917200,-12.496956915474012
2015-12-10,0.38717641725729124,52138900,-12.678008441118727
2015-12-11,0.4196656867262566,110944000,-12.09696793120858
2015-12-12,0.40393444090970665,131969000,-11.873975088865585
2015-12-13,0.40278112642704883,55050600,-11.873975088865585
2015-12-14,0.41718984428152095,130496000,-12.87234442128683
2015-12-15,0.4377843670300141,83121104,-11.953274734457619
2015-12-16,0.42201668875558035,107944000,-9.707682556664942
2015-12-17,0.43402929362090875,47978400,-12.015406023034625
2015-12-18,0.4348302556240848,60220100,-10.755838725359867
2015-12-19,0.4336165936404822,47892700,-10.845394313436419
2015-12-20,0.4151988537159776,75409400,-10.845394313436419
2015-12-21,0.40543395662267256,77639696,-9.532569418238356
2015-12-22,0.406189031571779,50840400,-8.892083299617493
2015-12-23,0.4136908461536266,47161400,-9.211308069542866
2015-12-24,0.4223774656289103,57157200,-8.206224868182787
2015-12-25,0.4229976195608052,39078500,-8.206224868182787
2015-12-26,0.38736911040745786,116166000,-9.880372528390314
2015-12-27,0.3925204392990272,53591200,-9.880372528390314
2015-12-28,0.39446893199366534,49638600,-10.44089715803821
2015-12-29,0.40184037281576274,51596500,-8.817801089738674
2015-12-30,0.4024337373287708,46889400,-11.673052931650584
2015-12-31,0.40608032279151524,45996600,-10.440068674473569
2016-01-01,0.40963311788263795,36278900,-10.440068674473569
2016-01-02,0.4087880489681185,30096600,-10.598646810444768
2016-01-03,0.4055559431534365,39633800,-10.598646810444768
2016-01-04,0.40283788787357283,38477500,-9.350760911809653
2016-01-05,0.4005563628299982,34522600,-10.424453646894872
2016-01-06,0.39298928600775085,34042500,-10.448619643418144
2016-01-07,0.413512705914454,87562200,-8.499919584440619
2016-01-08,0.41285297032928736,56993000,-9.152596272047075
2016-01-09,0.40773453499975204,32278000,-9.720390721371297
2016-01-10,0.4080806862713048,35995900,-9.720390721371297
2016-01-11,0.40896307253370096,40450000,-9.827302631578949
2016-01-12,0.4013356781868465,115607000,-11.933153355453275
2016-01-13,0.39758253075610633,173888000,-11.893384349089231
2016-01-14,0.40069465497092377,43945500,-13.002268051330045
2016-01-15,0.33378927499069516,153351008,-13.694944086254402
2016-01-16,0.355049024958486,120352000,-14.519541144118776
2016-01-17,0.3502510409807318,45319600,-14.519541144118776
2016-01-18,0.3547118637357564,54403900,-14.519541144118776
2016-01-19,0.3487925298660094,46819800,-14.644842699083638
2016-01-20,0.3795772922530502,121720000,-14.456805953092623
2016-01-21,0.3732708602686391,68338000,-15.042125912555115
2016-01-22,0.34860738371889916,91546600,-15.645422283337151
2016-01-23,0.3531635203780219,56247400,-15.11682098906797
2016-01-24,0.3672721711939416,54824800,-15.11682098906797
2016-01-25,0.35411863177955394,59062400,-14.420549894376034
2016-01-26,0.34960598395945747,58147000,-12.326095844371332
2016-01-27,0.35388584670107737,47424400,-13.594486508002657
2016-01-28,0.34088294172389855,59247900,-13.243646130711017
2016-01-29,0.33990862658983073,86125296,-11.015459418236585
2016-01-30,0.3388167293182727,30284400,-12.678918700503516
2016-01-31,0.33031797763042986,37894300,-12.678918700503516
2016-02-01,0.3307527189297294,51656700,-11.779427108794483
2016-02-02,0.33216356056768487,40378700,-11.667443037199787
2016-02-03,0.3241470159462561,45933400,-9.39905588101395
2016-02-04,0.3365532155815966,69285504,-8.403233829644407
2016-02-05,0.3338650845815017,43825000,-8.256731471622425
2016-02-06,0.32520468759258336,49249300,-6.1674344825525695
2016-02-07,0.32528932391943316,37076300,-6.1674344825525695
2016-02-08,0.31175138438574096,47671100,-2.917578352192285
2016-02-09,0.31369734463708343,55318500,-3.392980012856339
2016-02-10,0.3194517472291254,85130896,-2.9961046724207074
2016-02-11,0.30423430104305116,74375600,2.370797737002661
2016-02-12,0.310114605810216,67042800,1.5572494369467949
2016-02-13,0.3162456565833296,61911700,1.0273115031339097
2016-02-14,0.32864984182875145,74469800,1.0273115031339097
2016-02-15,0.32296425263777195,74070496,1.0273115031339097
2016-02-16,0.33735242847558045,73093104,-1.5165084048868738
2016-02-17,0.34375526328070294,83193600,0.24832381927206715
2016-02-18,0.3444849475981737,76752600,2.2005522621114437
2016-02-19,0.34199040581334056,55711300,1.9302501283553486
2016-02-20,0.35530233484270995,93992096,2.1587512016739474
2016-02-21,0.3566303604060425,89820704,2.1587512016739474
2016-02-22,0.3619247505910242,85385200,0.4234453240250069
2016-02-23,0.34421662081664767,85244896,1.8328750399934535
2016-02-24,0.343065313089127,67743696,3.4923490605053287
2016-02-25,0.3428719294859067,70798000,3.097414752029559
